course_id,discipline,user_id,registered,viewed,explored,grade,new_col,Target_Variable,grade_reqs,completed%,course_reqs,final_cc_cname_ID,primary_reason,learner_type,expected_hours_week,LoE_ID,age_ID,gender,start_time_ID,course_start,course_end,last_event_ID,nEvents,nDays_act,nContent,nForum_posts,course_length
832945554,Professions and Applied Sciences,832632580,1,0,0,1,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q1""","""""",0,0,0,0,61
832945239,Business and Management,832428363,1,0,0,0.16,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,35
832945510,Interdisciplinary and Other,832662359,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,21
832945585,Education,832689269,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q2""","""""",0,0,0,2,168
832945585,Education,832427003,1,0,0,0.019,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q2""","""""",0,0,0,0,168
832960090,Professions and Applied Sciences,832654520,1,1,0,0.874,high,1,1,0,1,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",343,16,62,10,55
832945287,Education,832664978,1,0,0,1,high,1,0,0,0,"""*""","""I like the format (online)""","""Drop-in""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q4""","""2015 Q1""","""2015 Q1""",0,0,0,1,58
832945550,Social Sciences,832377429,1,1,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",2,1,0,0,27
832945554,Professions and Applied Sciences,832638426,1,1,0,1,high,1,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q4""","""2015 Q1""","""2015 Q1""",16,1,0,0,61
832945550,Social Sciences,832308052,1,1,0,0.333,high,1,0,0,0,"""*""","""I am preparing to go back to school""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",2,2,0,3,27
832945550,Social Sciences,832628629,1,0,0,0.333,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,27
832945506,Education,832614488,1,1,0,0.065,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",45,2,0,0,39
832945520,Professions and Applied Sciences,832632164,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",1,1,0,0,53
832960031,Professions and Applied Sciences,832638426,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,2,28
832945594,Education,832685079,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,1,42
832960011,Education,832632164,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,42
832945550,Social Sciences,832657301,1,1,0,0.333,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",35,2,0,1,27
832945554,Professions and Applied Sciences,832632752,1,0,0,1,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q1""","""""",0,0,0,0,61
832945543,Professions and Applied Sciences,832625648,1,1,0,0.146,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",14,1,69,1,33
832945543,Professions and Applied Sciences,832615595,1,0,0,0.559,high,1,1,0.083,1,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",0,0,15,0,33
832945550,Social Sciences,832300545,1,0,0,0.289,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,3,27
832960005,Medical Pre-Medical,832686616,1,1,0,0.258,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",29,4,0,1,62
832945550,Social Sciences,832307006,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,27
832945251,Professions and Applied Sciences,832622339,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills to use at work""","""Passive participant""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,39
832945550,Social Sciences,832307660,1,1,0,0.333,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",80,1,0,0,27
832945229,Education,832699306,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,55
832960090,Professions and Applied Sciences,832659676,1,1,0,0.759,high,1,1,0,1,"""*""","""I hope to gain skills for a promotion at work""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",36,2,12,0,55
832960090,Professions and Applied Sciences,832658601,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",4,1,0,1,55
832945235,Education,832644996,1,0,0,0.377,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,6,63
832945510,Interdisciplinary and Other,832669103,1,0,0,0.45,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,21
832945189,Professions and Applied Sciences,832428775,1,0,0,0.655,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,1,63
832945289,Computer Science,832603123,1,0,0,0.259,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,1,0,0,42
832945173,Interdisciplinary and Other,832607857,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832960005,Medical Pre-Medical,832637411,1,1,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",23,2,0,0,62
832945129,Business and Management,832606805,1,0,0,0.118,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,3,69
832945281,Professions and Applied Sciences,832694562,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,67
832945242,Education,832603123,1,0,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q3""","""2014 Q4""","""""",1,1,0,1,50
832945220,Education,832607857,1,0,0,0,low,0,0,0,0,"""*""","""I want to try Canvas Network""","""Active""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,28
832945572,Professions and Applied Sciences,832607857,1,0,0,0,low,0,0,0,0,"""*""","""I want to try Canvas Network""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,109
832945131,Business and Management,832694562,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945281,Professions and Applied Sciences,832697609,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945571,Business and Management,832649357,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945281,Professions and Applied Sciences,832669337,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945131,Business and Management,832645682,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945510,Interdisciplinary and Other,832669818,1,0,0,0.25,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945571,Business and Management,832644316,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945221,Education,832670608,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,28
832945281,Professions and Applied Sciences,832641458,1,0,0,0.297,high,1,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945571,Business and Management,832647157,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,30
832945577,Computer Science,832643874,1,0,0,0.367,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,34
832945571,Business and Management,832647971,1,0,0,0.933,high,1,0,0,0,"""*""","""I am preparing to go back to school""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,30
832945284,Computer Science,832603123,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q3""","""2015 Q1""","""""",1,2,0,0,101
832945595,Professions and Applied Sciences,832679925,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,56
832945571,Business and Management,832644996,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945219,Business and Management,832609468,1,0,0,0.983,high,1,0,0,0,"""*""","""I am curious about MOOCs""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2015 Q3""","""""",0,0,0,10,317
832945219,Business and Management,832601849,1,0,0,0.983,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2015 Q3""","""""",0,0,0,14,317
832945287,Education,832660403,1,0,0,0.5,high,1,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2015 Q1""","""""",0,0,0,0,58
832960090,Professions and Applied Sciences,832658180,1,1,0,0.871,high,1,1,0,1,"""*""","""I enjoy being part of a community of learners""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",183,8,50,5,55
832945543,Professions and Applied Sciences,832651822,1,1,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q2""",6,1,0,1,33
832960090,Professions and Applied Sciences,832651026,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,1,55
832945550,Social Sciences,832377095,1,1,0,0,low,0,0,0,0,"""*""","""I am curious about MOOCs""","""Passive participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",5,1,0,3,27
832960068,Education,832652220,1,0,0,0.03,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,63
832960090,Professions and Applied Sciences,832658431,1,1,0,0.173,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Drop-in""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",4,1,12,4,55
832960090,Professions and Applied Sciences,832654275,1,1,0,0.979,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",355,12,50,14,55
832945127,Business and Management,832421877,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q3""","""""",0,0,0,0,49
832945510,Interdisciplinary and Other,832666837,1,0,0,0.875,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945543,Professions and Applied Sciences,832654728,1,1,0,0.125,low,0,1,0,1,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q2""",108,4,46,2,33
832960090,Professions and Applied Sciences,832656038,1,1,0,0.981,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Drop-in""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",306,14,38,9,55
832945214,Business and Management,832605150,1,0,0,0.97,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2015 Q3""","""""",0,0,0,11,317
832945219,Business and Management,832605150,1,0,0,0.983,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2015 Q3""","""""",0,0,0,0,317
832945543,Professions and Applied Sciences,832627061,1,1,0,0.062,low,0,1,0,1,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",3,1,8,0,33
832945559,Business and Management,832614744,1,1,0,0,low,0,1,0.048,1,"""*""","""I like the format (online)""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",60,1,36,0,60
832945550,Social Sciences,832300274,1,1,0,0.156,high,1,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",51,1,0,0,27
832945543,Professions and Applied Sciences,832625721,1,1,0,0.062,low,0,1,0,1,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",59,3,15,1,33
832945238,Interdisciplinary and Other,832695768,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,76
832960035,Professions and Applied Sciences,832614851,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",15,2,0,0,34
832960066,Interdisciplinary and Other,832682006,1,1,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",3,1,0,0,146
832945596,Professions and Applied Sciences,832301158,1,1,0,0.377,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Drop-in""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q4""","""2015 Q2""","""2015 Q2""",39,1,0,0,123
832945189,Professions and Applied Sciences,832423857,1,0,0,0.261,high,1,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,63
832945266,Mathematics & Statistics,832459157,1,0,0,0.073,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q3""","""""",0,0,0,0,35
832945148,Education,832459271,1,0,0,0.117,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,2,46
832945510,Interdisciplinary and Other,832666499,1,0,0,0.425,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945222,Humanities,832664025,1,0,0,0.002,low,0,0,0,0,"""*""","""I am curious about MOOCs""","""Drop-in""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,42
832945189,Professions and Applied Sciences,832421010,1,0,0,0.873,high,1,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Drop-in""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q2""","""2014 Q3""","""2015 Q1""",0,0,0,1,63
832945550,Social Sciences,832376228,1,0,0,0.4,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q1""",0,0,0,0,27
832945510,Interdisciplinary and Other,832428309,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945510,Interdisciplinary and Other,832936525,1,0,0,0,low,0,0,0,0,"""*""","""I want to try Canvas Network""","""Observer""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945543,Professions and Applied Sciences,832303293,1,1,0,0.509,high,1,1,0.083,1,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 6 and 8 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q3""",195,0,100,4,33
832945506,Education,832691373,1,1,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q1""","""2015 Q1""",35,2,0,0,39
832960090,Professions and Applied Sciences,832659651,1,1,0,0.469,high,1,1,0,1,"""*""","""I hope to gain skills for a promotion at work""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",81,4,25,3,55
832945550,Social Sciences,832618884,1,1,0,0.933,high,1,1,0,1,"""*""","""I enjoy learning about topics that interest me""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",225,11,14,5,27
832945550,Social Sciences,832626318,1,1,0,0.067,low,0,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Active participant""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",28,5,0,3,27
832945550,Social Sciences,832654838,1,1,0,0.867,high,1,1,0,1,"""*""","""I hope to gain skills for a new career""","""Active participant""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2015 Q1""","""2015 Q2""","""2015 Q2""",111,3,14,2,27
832945188,Humanities,832935882,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,1,112
832945173,Interdisciplinary and Other,832662815,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945189,Professions and Applied Sciences,832474485,1,0,0,0.282,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,63
832945266,Mathematics & Statistics,832458122,1,0,0,0.976,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""More than 8 hours per week""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q3""","""""",0,0,0,1,35
